Accession	GenbankAcc	Length	Taxid	ProjectID	TaxName	Replicon	Create Date	Update Date
NC_014125.1	CP001828.1	3516334	423212	48801	Legionella pneumophila 2300/99 Alcoy	chromosome 	May 17 2010	Jun 10 2013 10:36:07:206PM
NC_014131.1	CP001753.1	21055	762051	48589	Leuconostoc kimchii IMSNU 11154	plasmid LkipL4701	May 12 2010	Jun  8 2013  4:25:09:603AM
NC_014132.1	CP001754.1	23275	762051	48589	Leuconostoc kimchii IMSNU 11154	plasmid LkipL4704	May 17 2010	Jun  8 2013  4:25:13:883AM
NC_014133.1	CP001755.1	21924	762051	48589	Leuconostoc kimchii IMSNU 11154	plasmid LkipL4719	May 17 2010	Jun  8 2013  4:25:17:376AM
NC_014134.1	CP001756.1	29616	762051	48589	Leuconostoc kimchii IMSNU 11154	plasmid LkipL4726	May 17 2010	Jun  8 2013  4:25:18:636AM
NC_014135.1	CP001757.1	3196	762051	48589	Leuconostoc kimchii IMSNU 11154	plasmid LkipL48	May 12 2010	Jun  8 2013  4:25:10:466AM
NC_014136.1	CP001758.1	2002721	762051	48589	Leuconostoc kimchii IMSNU 11154	chromosome 	May 17 2010	Jun 10 2013 10:36:29:213PM
NC_014147.1	CP002005.1	1863286	749219	48809	Moraxella catarrhalis RH4	chromosome 	May 17 2010	Jun 10 2013 10:36:39:336PM
NC_014148.1	CP001744.1	5423075	521674	48643	Planctomyces limnophilus DSM 3776	chromosome 	May 17 2010	Jun 10 2013 10:36:54:660PM
NC_014149.1	CP001745.1	37010	521674	48643	Planctomyces limnophilus DSM 3776	plasmid pPLIM01	May 14 2010	Jun  8 2013  4:25:12:060AM
NC_014150.1	CP001959.1	3241804	526224	48819	Brachyspira murdochii DSM 12563	chromosome 	May 17 2010	Jun 10 2013 10:37:14:483PM
NC_014151.1	CP001964.1	4123179	446466	48821	Cellulomonas flavigena DSM 20109	chromosome 	May 17 2010	Jun 10 2013 10:37:34:340PM
NC_014152.1	CP002028.1	3157416	635013	48823	Thermincola potens JR	chromosome 	May 17 2010	Jun 10 2013 10:37:57:183PM
NC_014153.1	CP002021.1	3396378	75379	48825	Thiomonas intermedia K12	chromosome 	May 17 2010	Jul 30 2013  6:38:07:953PM
NC_014154.1	CP002022.1	45943	75379	48825	Thiomonas intermedia K12	plasmid pTINT01	May 17 2010	Jun  8 2013  4:32:17:900AM
NC_014155.1	CP002023.1	19774	75379	48825	Thiomonas intermedia K12	plasmid pTINT02	May 17 2010	Jun  8 2013  4:32:18:593AM
NC_014158.1	CP001966.1	4379918	521096	48829	Tsukamurella paurometabola DSM 20162	chromosome 	May 17 2010	Jun 10 2013 10:38:44:060PM
NC_014159.1	CP001967.1	99806	521096	48829	Tsukamurella paurometabola DSM 20162	plasmid pTpau01	May 17 2010	Jun  8 2013  4:33:12:766AM
NC_014160.1	CP001939.1	1316595	633148	48993	Thermosphaera aggregans DSM 11486	chromosome 	May 18 2010	Jun 10 2013 10:39:06:023PM
NC_014165.1	CP001874.1	4189976	469371	48999	Thermobispora bispora DSM 43833	chromosome 	May 18 2010	Jun 10 2013 10:39:24:873PM
NC_014166.1	CP001999.1	3192235	572480	49001	Arcobacter nitrofigilis DSM 7299	chromosome 	May 18 2010	Jun 10 2013 10:39:47:056PM
NC_014168.1	CP001958.1	3157527	640132	49049	Segniliparus rotundus DSM 44985	chromosome 	May 20 2010	Jun 10 2013 10:40:29:953PM
NC_014169.1	CP002010.1	2477838	759350	49131	Bifidobacterium longum subsp. longum JDM301	chromosome 	May 21 2010	Jun 10 2013 10:40:53:710PM
NC_014170.1	FN667743.1	155327	406817	49133	Xenorhabdus nematophila ATCC 19061	plasmid XNC1_p	May 21 2010	Jun  8 2013  4:36:05:993AM
NC_014171.1	CP001903.1	5330088	714359	49135	Bacillus thuringiensis BMB171	chromosome 	May 21 2010	Jun 10 2013 10:41:37:033PM
NC_014172.1	CP001904.1	312963	714359	49135	Bacillus thuringiensis BMB171	plasmid pBMB171	May 21 2010	Jun 10 2013 10:41:58:196PM
NC_014206.1	CP002050.1	3650813	691437	49467	Geobacillus sp. C56-T3	chromosome 	Jun 4 2010	Jun 10 2013 10:42:36:253PM
NC_014207.1	CP002056.1	3059871	666681	49469	Methylotenera versatilis 301	chromosome 	Jun 4 2010	Jun 10 2013 10:43:03:496PM
NC_014209.1	CP002032.1	2306092	583358	49481	Thermoanaerobacter mathranii subsp. mathranii str. A3	chromosome 	Jun 4 2010	Jun 10 2013 10:43:30:403PM
NC_014210.1	CP002040.1	5767958	446468	49483	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	chromosome 	Jun 4 2010	Jun 10 2013 10:43:58:656PM
NC_014211.1	CP002041.1	775354	446468	49483	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111	plasmid pNDAS01	Jun 4 2010	Jun 10 2013 10:44:24:970PM
NC_014212.1	CP002042.1	3249394	526227	49485	Meiothermus silvanus DSM 9946	chromosome 	Jun 4 2010	Jun 10 2013 10:44:46:596PM
NC_014213.1	CP002043.1	347854	526227	49485	Meiothermus silvanus DSM 9946	plasmid pMESIL01	Jun 4 2010	Jun 10 2013 10:44:58:556PM
NC_014214.1	CP002044.1	124421	526227	49485	Meiothermus silvanus DSM 9946	plasmid pMESIL02	Jun 4 2010	Jun  8 2013  4:41:47:573AM
NC_014215.1	FN806773.1	2616384	754252	49535	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	chromosome 	Jun 7 2010	Aug 28 2013 10:23:16:473AM
NC_014216.1	CP001940.1	3097763	589865	49487	Desulfurivibrio alkaliphilus AHT2	chromosome 	Jun 4 2010	Jun 10 2013 10:45:13:686PM
NC_014218.1	CP002045.1	1986154	644284	49489	Arcanobacterium haemolyticum DSM 20595	chromosome 	Jun 4 2010	Jun 10 2013 10:45:34:020PM
NC_014219.1	CP001791.1	3592487	439292	49513	Bacillus selenitireducens MLS10	chromosome 	Jun 4 2010	Jun 10 2013 10:45:50:823PM
NC_014220.1	CP002048.1	2405559	643648	49527	Syntrophothermus lipocalidus DSM 12680	chromosome 	Jun 7 2010	Jun 10 2013 10:46:10:253PM
NC_014221.1	CP002049.1	3260398	649638	49533	Truepera radiovictrix DSM 17093	chromosome 	Jun 7 2010	Jun 10 2013 10:46:56:163PM
NC_014222.1	CP002057.1	1936387	456320	49529	Methanococcus voltae A3	chromosome 	Jun 7 2010	Jun 10 2013 10:46:26:143PM
NC_014225.1	CP001928.1	2116312	716544	49531	Waddlia chondrophila WSU 86-1044	chromosome 	Jun 7 2010	Jun 10 2013 10:46:41:580PM
NC_014226.1	CP001929.1	15593	716544	49531	Waddlia chondrophila WSU 86-1044	plasmid pWc	Jun 8 2010	Jun  8 2013  4:45:55:570AM
NC_014228.1	FN667742.1	4432590	406817	49133	Xenorhabdus nematophila ATCC 19061	chromosome 	Jul 16 2010	Aug 27 2013  9:38:53:686PM
NC_014230.1	CP002046.1	2952962	216432	49661	Croceibacter atlanticus HTCC2559	chromosome 	Jun 11 2010	Aug 26 2013 10:25:52:923PM
NC_014246.1	CP001992.1	2146480	548479	49695	Mobiluncus curtisii ATCC 43063	chromosome 	Jun 15 2010	Jun 10 2013 10:47:56:430PM
NC_014248.1	CP002059.1	5354700	551115	49725	'Nostoc azollae' 0708	chromosome 	Jun 16 2010	Jun 10 2013 10:48:14:283PM
NC_014249.1	CP002060.1	109570	551115	49725	'Nostoc azollae' 0708	plasmid pAzo01	Jun 17 2010	Jun  8 2013  4:48:55:946AM
NC_014250.1	CP002061.1	21875	551115	49725	'Nostoc azollae' 0708	plasmid pAzo02	Jun 17 2010	Jun  8 2013  4:48:56:753AM
NC_014251.1	CP001993.1	2088772	525381	49735	Streptococcus pneumoniae TCH8431/19A	chromosome 	Jun 17 2010	Jun 10 2013 10:48:32:010PM
NC_014253.1	CP002069.1	2242317	644295	49857	Methanohalobium evestigatum Z-7303	chromosome 	Jun 18 2010	Jun 10 2013 10:48:44:643PM
NC_014254.1	CP002070.1	163915	644295	49857	Methanohalobium evestigatum Z-7303	plasmid pMETEV01	Jun 18 2010	Jun 10 2013 10:48:53:653PM
NC_014256.1	FN598874.1	1673997	693745	49873	Helicobacter pylori B8	chromosome 	Jun 21 2010	Jun 10 2013 10:49:02:756PM
NC_014257.1	FN665651.1	6032	693745	49873	Helicobacter pylori B8	plasmid HPB8p	Jun 21 2010	Jun  8 2013  4:50:06:540AM
NC_014258.1	CP001895.1	529676	712898	49871	Pantoea vagans C9-1	plasmid pPag3	Jun 21 2010	Jun 10 2013 10:48:55:856PM
NC_014259.1	CP002080.1	4152543	436717	50119	Acinetobacter oleivorans DR1	chromosome 	Jun 28 2010	Jun 10 2013 10:49:19:916PM
NC_014297.1	CP002062.1	2809118	795797	50305	Halalkalicoccus jeotgali B3	chromosome 	Jul 16 2010	Jun 10 2013 10:52:19:830PM
NC_014298.1	CP002063.1	406285	795797	50305	Halalkalicoccus jeotgali B3	plasmid 1	Jul 16 2010	Jun 10 2013 10:52:28:663PM
NC_014299.1	CP002064.1	363534	795797	50305	Halalkalicoccus jeotgali B3	plasmid 2	Jul 16 2010	Jun 10 2013 10:52:30:413PM
NC_014300.1	CP002065.1	44576	795797	50305	Halalkalicoccus jeotgali B3	plasmid 3	Jun 30 2010	Jun  8 2013  4:51:35:543AM
NC_014301.1	CP002066.1	44459	795797	50305	Halalkalicoccus jeotgali B3	plasmid 4	Jun 30 2010	Jun  8 2013  4:51:36:713AM
NC_014302.1	CP002067.1	23727	795797	50305	Halalkalicoccus jeotgali B3	plasmid 5	Jun 30 2010	Jun  8 2013  4:51:37:313AM
NC_014303.1	CP002068.1	6951	795797	50305	Halalkalicoccus jeotgali B3	plasmid 6	Jun 30 2010	Jun  8 2013  4:51:37:766AM
NC_014304.1	FP236826.1	102323	634500	50547	Erwinia billingiae Eb661	plasmid pEB102	Jul 16 2010	Jun  8 2013  4:59:50:800AM
NC_014305.1	FP236830.1	169778	634500	50547	Erwinia billingiae Eb661	plasmid pEB170	Jul 16 2010	Jun 10 2013 10:52:31:876PM
NC_014306.1	FP236843.1	5100167	634500	50547	Erwinia billingiae Eb661	chromosome 	Jul 16 2010	Jun 10 2013 10:52:42:560PM
NC_014307.1	FP885897.1	3417386	859656	50545	Ralstonia solanacearum CFBP2957	chromosome 	Jul 16 2010	Aug 28 2013 10:23:53:933AM
NC_014310.1	FP885891.2	2085000	859657	50539	Ralstonia solanacearum PSI07	plasmid megaplasmid	Jul 16 2010	Aug 28 2013  3:14:49:950AM
NC_014311.1	FP885906.2	3520618	859657	50539	Ralstonia solanacearum PSI07	chromosome 	Jul 16 2010	Aug 28 2013 10:23:35:083AM
NC_014313.1	CP002083.1	3638969	582899	50325	Hyphomicrobium denitrificans ATCC 51888	chromosome 	Jul 1 2010	Jun 10 2013 10:49:51:383PM
NC_014315.1	CP002086.1	3328570	105559	50331	Nitrosococcus watsonii C-113	chromosome 	Jul 2 2010	Jun 10 2013 10:50:28:166PM
NC_014316.1	CP002087.1	39105	105559	50331	Nitrosococcus watsonii C-113	plasmid pNWAT01	Jul 2 2010	Jun  8 2013  4:53:22:773AM
NC_014317.1	CP002088.1	5611	105559	50331	Nitrosococcus watsonii C-113	plasmid pNWAT02	Jul 1 2010	Jun  8 2013  4:52:21:210AM
NC_014318.1	CP002000.1	10236715	749927	50565	Amycolatopsis mediterranei U32	chromosome 	Jul 16 2010	Jul 22 2013  5:40:00:983PM
NC_014319.1	FN822744.1	1954080	762550	50385	Leuconostoc gasicomitatum LMG 18811	chromosome 	Jul 6 2010	Jun 10 2013 10:50:44:766PM
NC_014323.1	CP002039.1	5513887	757424	50427	Herbaspirillum seropedicae SmR1	chromosome 	Jul 8 2010	Jun 10 2013 10:51:02:363PM
NC_014328.1	CP001666.1	4630065	748727	50583	Clostridium ljungdahlii DSM 13528	chromosome 	Jul 19 2010	Jun 10 2013 10:54:55:356PM
NC_014329.1	CP002097.1	2337913	765874	50585	Corynebacterium pseudotuberculosis FRC41	chromosome 	Jul 19 2010	Jun 27 2013  8:24:38:803PM
NC_014330.1	CP002025.1	2586443	759914	50609	Brachyspira pilosicoli 95/1000	chromosome 	Jul 20 2010	Jun 10 2013 10:55:53:170PM
NC_014331.1	CP001747.1	181907	637380	50615	Bacillus cereus biovar anthracis str. CI	plasmid pCI-XO1	Jul 21 2010	Jun 10 2013 10:57:19:773PM
NC_014332.1	CP001748.1	94469	637380	50615	Bacillus cereus biovar anthracis str. CI	plasmid pCI-XO2	Jul 21 2010	Jun  8 2013  5:05:52:646AM
NC_014333.1	CP001749.1	14219	637380	50615	Bacillus cereus biovar anthracis str. CI	plasmid pBAslCI14	Jul 20 2010	Jun  8 2013  5:03:34:503AM
NC_014334.1	CP001084.1	2861848	498216	50673	Lactobacillus casei str. Zhang	chromosome 	Jul 21 2010	Aug 27 2013  9:29:29:093PM
NC_014335.1	CP001746.1	5196054	637380	50615	Bacillus cereus biovar anthracis str. CI	chromosome 	Jul 21 2010	Jun 10 2013 10:56:21:060PM
NC_014355.1	FP929003.1	4317083	330214	51175	Candidatus Nitrospira defluvii	chromosome 	Jul 30 2010	Aug 27 2013  6:33:34:103AM
NC_014363.1	CP002106.1	2051896	633147	51367	Olsenella uli DSM 7084	chromosome 	Aug 6 2010	Jun 10 2013 10:58:13:676PM
NC_014364.1	CP002116.1	4653970	573413	51369	Spirochaeta smaragdinae DSM 11293	chromosome 	Aug 6 2010	Jun 10 2013 10:58:42:590PM
NC_014365.1	CP002085.1	3655731	644282	51371	Desulfarculus baarsii DSM 2075	chromosome 	Aug 6 2010	Jun 10 2013 10:59:20:853PM
NC_014366.1	FP929140.1	4587455	83406	51635	gamma proteobacterium HdN1	chromosome 	Aug 20 2010	Jun 10 2013 11:05:32:440PM
NC_014370.1	CP002122.1	1796408	553174	51377	Prevotella melaninogenica ATCC 25845	chromosome I	Aug 6 2010	Jun 10 2013 10:59:51:026PM
NC_014371.1	CP002123.1	1371874	553174	51377	Prevotella melaninogenica ATCC 25845	chromosome II	Aug 6 2010	Jun 10 2013 11:00:03:116PM
NC_014374.1	CP001742.1	1496453	666510	51395	Acidilobus saccharovorans 345-15	chromosome 	Aug 6 2010	Jun 10 2013 11:00:14:530PM
NC_014376.1	CP002109.1	4662871	610130	51419	Clostridium saccharolyticum WM1	chromosome 	Aug 9 2010	Jun 27 2013  8:23:59:276PM
NC_014377.1	CP002131.1	2280035	555079	51421	Thermosediminibacter oceani DSM 16646	chromosome 	Aug 9 2010	Jun 10 2013 11:01:37:110PM
NC_014378.1	CP002105.1	2469596	574087	51423	Acetohalobium arabaticum DSM 5501	chromosome 	Aug 9 2010	Jun 10 2013 11:02:00:766PM
NC_014387.1	CP001810.1	3554804	515622	51489	Butyrivibrio proteoclasticus B316	chromosome 1	Aug 12 2010	Jun 10 2013 11:02:48:096PM
NC_014388.1	CP001811.1	302358	515622	51489	Butyrivibrio proteoclasticus B316	chromosome 2	Aug 12 2010	Jun 10 2013 11:02:36:236PM
NC_014389.1	CP001812.1	361399	515622	51489	Butyrivibrio proteoclasticus B316	plasmid pCY360	Aug 12 2010	Jun 10 2013 11:02:31:390PM
NC_014390.1	CP001813.1	186325	515622	51489	Butyrivibrio proteoclasticus B316	plasmid pCY186	Aug 12 2010	Jun 10 2013 11:02:29:260PM
NC_014392.1	CP002164.1	2532343	608506	51501	Caldicellulosiruptor obsidiansis OB47	chromosome 	Aug 13 2010	Jun 10 2013 11:04:08:003PM
NC_014393.1	CP002160.1	5262222	573061	51503	Clostridium cellulovorans 743B	chromosome 	Aug 13 2010	Jun 10 2013 11:04:35:620PM
NC_014394.1	CP002159.1	3162471	395494	51505	Gallionella capsiferriformans ES-2	chromosome 	Aug 13 2010	Jun 10 2013 11:05:02:333PM
NC_014408.1	CP001710.1	1634695	79929	51637	Methanothermobacter marburgensis str. Marburg	chromosome 	Aug 20 2010	Jun 10 2013 11:05:47:443PM
NC_014409.1	CP001711.1	4440	79929	51637	Methanothermobacter marburgensis str. Marburg	plasmid pMTBMA4	Aug 20 2010	Jun  8 2013  5:16:29:123AM
NC_014410.1	CP002171.1	2785752	580327	51639	Thermoanaerobacterium thermosaccharolyticum DSM 571	chromosome 	Aug 20 2010	Jul  6 2013  1:48:11:540PM
NC_014414.1	CP002156.1	2902643	314260	51641	Parvularcula bermudensis HTCC2503	chromosome 	Aug 20 2010	Aug 27 2013  4:37:22:983AM
NC_014448.1	CP002170.1	839615	872331	51695	Mycoplasma hyorhinis HUB-1	chromosome 	Aug 23 2010	Jun 10 2013 11:06:37:160PM
NC_014471.1	CP002098.1	1875953	583356	51875	Ignisphaera aggregans DSM 17230	chromosome 	Sep 1 2010	Jul  6 2013  1:49:33:330PM
NC_014472.1	CP002157.1	3868304	313603	51877	Maribacter sp. HTCC2170	chromosome 	Sep 1 2010	Jul  6 2013  1:50:28:746PM
NC_014479.1	CP002183.1	4027676	655816	51879	Bacillus subtilis subsp. spizizenii str. W23	chromosome 	Sep 1 2010	Jul  6 2013  1:52:26:163PM
NC_014483.1	CP000154.1	5394884	349520	53477	Paenibacillus polymyxa E681	chromosome 	Oct 1 2010	Jul  6 2013  1:54:01:596PM
NC_014484.1	CP001698.1	2472645	665571	53037	Spirochaeta thermophila DSM 6192	chromosome 	Sep 27 2010	Jul  6 2013  1:54:41:493PM
NC_014494.1	CP002121.1	2130580	574093	52453	Streptococcus pneumoniae AP200	chromosome 	Sep 15 2010	Jul  6 2013  1:56:58:606PM
NC_014497.1	CP002161.1	208564	871271	52459	Candidatus Zinderia insecticola CARI	chromosome 	Sep 15 2010	Jul  6 2013  1:57:13:653PM
NC_014498.1	CP002176.1	2240045	189423	52533	Streptococcus pneumoniae 670-6B	chromosome 	Sep 16 2010	Jul  6 2013  1:58:09:983PM
NC_014499.1	CP002163.1	276511	706194	52535	Candidatus Sulcia muelleri CARI	chromosome 	Sep 16 2010	Jul  6 2013  1:58:17:793PM
NC_014500.1	CP002038.1	4922802	198628	52537	Dickeya dadantii 3937	chromosome 	Sep 16 2010	Jul  6 2013  1:59:58:436PM
NC_014501.1	CP002198.1	6091620	497965	52547	Cyanothece sp. PCC 7822	chromosome 	Sep 17 2010	Jul  6 2013  2:01:38:893PM
NC_014502.1	CP002201.1	291993	497965	52547	Cyanothece sp. PCC 7822	plasmid Cy782203	Sep 17 2010	Jul  6 2013  2:01:52:446PM
NC_014503.1	CP002202.1	47550	497965	52547	Cyanothece sp. PCC 7822	plasmid Cy782204	Sep 17 2010	Jul  6 2013  2:01:53:500PM
NC_014504.1	CP002203.1	43617	497965	52547	Cyanothece sp. PCC 7822	plasmid Cy782205	Sep 17 2010	Jul  6 2013  2:01:54:393PM
NC_014506.1	CP002205.1	2153198	563040	53043	Sulfurimonas autotrophica DSM 16294	chromosome 	Sep 27 2010	Jul  6 2013  2:02:25:016PM
NC_014507.1	CP002117.1	2843290	679926	52695	Methanoplanus petrolearius DSM 11571	chromosome 	Sep 21 2010	Jul  6 2013  2:03:08:490PM
NC_014532.1	FN869568.1	4061296	768066	52781	Halomonas elongata DSM 2581	chromosome 	Sep 21 2010	Aug 28 2013 10:24:19:043AM
NC_014533.1	CP002199.1	879545	497965	52547	Cyanothece sp. PCC 7822	plasmid Cy782201	Sep 23 2010	Jul  6 2013  2:04:17:830PM
NC_014534.1	CP002200.1	473846	497965	52547	Cyanothece sp. PCC 7822	plasmid Cy782202	Sep 23 2010	Jul  6 2013  2:04:23:296PM
NC_014535.1	CP002204.1	13777	497965	52547	Cyanothece sp. PCC 7822	plasmid Cy782206	Sep 23 2010	Jul  6 2013  2:04:24:350PM
NC_014537.1	CP002100.1	2374137	572478	52827	Vulcanisaeta distributa DSM 14429	chromosome 	Sep 23 2010	Jul  6 2013  2:04:57:143PM
NC_014538.1	CP002210.1	2456520	573062	53065	Thermoanaerobacter sp. X513	chromosome 	Sep 27 2010	Jul  6 2013  2:05:50:150PM
NC_014541.1	CP002209.1	4279159	550540	53371	Ferrimonas balearica DSM 9799	chromosome 	Oct 1 2010	Jul  6 2013  2:08:43:703PM
NC_014543.1	AP010957.1	4073	573235	41021	Escherichia coli O26:H11 str. 11368	plasmid pO26_4	Sep 30 2010	Jul  6 2013  2:08:51:580PM
NC_014544.1	FN650141.1	71826	661367	46099	Legionella longbeachae NSW150	plasmid pLLO	Oct 1 2010	Jul  6 2013  2:08:53:653PM
NC_014548.1	FQ311476.1	8528	861360	53509	Arthrobacter arilaitensis Re117	plasmid pRE117-2	Oct 4 2010	Jul  6 2013  2:08:54:476PM
NC_014549.1	FQ311475.1	50407	861360	53509	Arthrobacter arilaitensis Re117	plasmid pRE117-1	Oct 5 2010	Jul  6 2013  2:08:55:620PM
NC_014550.1	FQ311875.1	3859257	861360	53509	Arthrobacter arilaitensis Re117	chromosome 	Oct 5 2010	Jul  6 2013  2:09:42:643PM
NC_014551.1	FN597644.1	3980199	692420	53535	Bacillus amyloliquefaciens DSM 7	chromosome 	Oct 5 2010	Aug 28 2013 10:24:36:676AM
NC_014552.1	CP001995.1	977524	637387	53543	Mycoplasma fermentans JER	chromosome 	Oct 5 2010	Jul  6 2013  2:11:15:860PM
NC_014554.1	CP002222.1	3254376	889932	53537	Lactobacillus plantarum subsp. plantarum ST-III	chromosome 	Oct 5 2010	Jul  6 2013  2:11:54:970PM
NC_014555.1	CP002074.1	1629557	765963	53539	Helicobacter pylori PeCan4	chromosome 	Oct 5 2010	Jul  6 2013  2:13:25:886PM
NC_014556.1	CP002075.1	8712	765963	53539	Helicobacter pylori PeCan4	plasmid pHPPC4	Oct 5 2010	Jul  6 2013  2:13:29:833PM
NC_014558.2	CP002223.2	53560	889932	53537	Lactobacillus plantarum subsp. plantarum ST-III	plasmid pST-III	Oct 5 2010	Jun  8 2013  1:13:29:393PM
NC_014560.1	CP002073.1	1658051	765962	53541	Helicobacter pylori SJM180	chromosome 	Oct 5 2010	Jul  6 2013  2:14:24:260PM
NC_014561.1	CP001893.1	167983	712898	49871	Pantoea vagans C9-1	plasmid pPag1	Oct 5 2010	Jul  6 2013  2:14:31:433PM
NC_014562.1	CP002206.1	4024986	712898	49871	Pantoea vagans C9-1	chromosome 	Oct 5 2010	Jul  6 2013  2:16:04:583PM
NC_014563.1	CP001894.1	165693	712898	49871	Pantoea vagans C9-1	plasmid pPag2	Oct 5 2010	Jul  6 2013  2:16:13:463PM
NC_014614.1		2715461	1511	59585	[Clostridium] sticklandii	chromosome 	Oct 26 2010	Jul  6 2013  2:16:50:576PM
NC_014616.1	CP002220.1	2186882	883062	59545	Bifidobacterium bifidum S17	chromosome 	Oct 25 2010	Jul  6 2013  2:17:51:283PM
NC_014618.1	CP002272.1	4814049	701347	59969	Enterobacter lignolyticus SCF1	chromosome 	Nov 5 2010	Jul  6 2013  2:19:21:053PM
NC_014621.1	CP002225.1	268675	880591	59581	Ketogulonicigenium vulgare Y25	plasmid pYP1	Oct 26 2010	Jul  6 2013  2:19:35:256PM
NC_014622.1	CP002213.1	5731816	886882	59583	Paenibacillus polymyxa SC2	chromosome 	Oct 26 2010	Jul  6 2013  2:21:07:640PM
NC_014624.1	CP002273.1	4276902	903814	59777	Eubacterium limosum KIST612	chromosome 	Nov 1 2010	Aug 28 2013 10:27:31:396AM
NC_014625.1	CP002224.1	2776084	880591	59581	Ketogulonicigenium vulgare Y25	chromosome 	Nov 1 2010	Jul  6 2013  2:26:43:176PM
NC_014626.1	CP002226.1	243645	880591	59581	Ketogulonicigenium vulgare Y25	plasmid pYP12	Nov 1 2010	Jul  6 2013  2:26:52:560PM
NC_014628.1	CP002214.1	510115	886882	59583	Paenibacillus polymyxa SC2	plasmid pSC2	Nov 1 2010	Jul  6 2013  2:27:04:563PM
NC_014629.1	GQ866235.1	23886	668336	41333	Aggregatibacter actinomycetemcomitans D11S-1	plasmid S57	Nov 17 2010	Jul  6 2013  2:27:07:480PM
NC_014632.1	CP002281.1	2046464	572544	59769	Ilyobacter polytropus DSM 2926	chromosome 	Nov 1 2010	Jul  6 2013  2:27:40:483PM
NC_014633.1	CP002282.1	961624	572544	59769	Ilyobacter polytropus DSM 2926	plasmid pILYOP01	Nov 1 2010	Jul  6 2013  2:27:59:963PM
NC_014634.1	CP002283.1	124226	572544	59769	Ilyobacter polytropus DSM 2926	plasmid pILYOP02	Nov 1 2010	Jul  6 2013  2:28:05:180PM
NC_014638.1	CP001840.1	2214656	702459	59883	Bifidobacterium bifidum PRL2010	chromosome 	Nov 3 2010	Jul  6 2013  2:28:32:206PM
NC_014639.1	CP002207.1	4168266	720555	59887	Bacillus atrophaeus 1942	chromosome 	Nov 3 2010	Jul  6 2013  2:30:01:733PM
NC_014640.1	CP002287.1	7013095	762376	59899	Achromobacter xylosoxidans A8	chromosome 	Nov 4 2010	Jul  6 2013  2:32:36:803PM
NC_014641.1	CP002288.1	98156	762376	59899	Achromobacter xylosoxidans A8	plasmid pA81	Nov 4 2010	Jul  6 2013  2:32:54:853PM
NC_014642.1	CP002289.1	247895	762376	59899	Achromobacter xylosoxidans A8	plasmid pA82	Nov 4 2010	Jul  6 2013  2:32:59:050PM
NC_014652.1	CP002219.1	2770676	632292	60157	Caldicellulosiruptor hydrothermalis 108	chromosome 	Nov 15 2010	Jul  6 2013  2:36:07:103PM
NC_014654.1	CP002304.1	2613117	656519	60191	Halanaerobium hydrogeniformans	chromosome 	Nov 15 2010	Jul  6 2013  2:36:55:283PM
NC_014655.1	CP002305.1	4059653	649349	60161	Leadbetterella byssophila DSM 17132	chromosome 	Nov 15 2010	Jul  6 2013  2:37:46:043PM
NC_014656.1	CP002286.1	2265943	890402	60163	Bifidobacterium longum subsp. longum BBMN68	chromosome 	Nov 15 2010	Aug 28 2013 10:24:55:070AM
NC_014657.1	CP002216.1	2428903	632518	60165	Caldicellulosiruptor owensensis OL	chromosome 	Nov 15 2010	Jul  6 2013  2:39:00:933PM
NC_014658.1	CP002278.1	1243342	523846	60167	Methanothermus fervidus DSM 2088	chromosome 	Nov 15 2010	Jul  6 2013  2:39:23:016PM
NC_014659.1	FN563149.1	5043170	685727	60171	Rhodococcus equi 103S	chromosome 	Nov 15 2010	Jul  6 2013  2:40:40:250PM
NC_014718.1	FR687360.1	822304	882378	60487	Burkholderia rhizoxinica HKI 454	plasmid pBRH01	Nov 24 2010	Jul  6 2013  2:43:52:400PM
NC_014719.1	CP002327.1	15970	632335	60393	Caldicellulosiruptor kristjanssonii 177R1B	plasmid pCALKR01	Nov 19 2010	Jul  6 2013  2:43:54:160PM
NC_014720.1	CP002330.1	2843785	632348	60491	Caldicellulosiruptor kronotskyensis 2002	chromosome 	Nov 24 2010	Jul  6 2013  2:44:30:516PM
NC_014721.1	CP002326.1	2786473	632335	60393	Caldicellulosiruptor kristjanssonii 177R1B	chromosome 	Nov 24 2010	Jul  6 2013  2:45:25:686PM
NC_014722.1	FR687359.1	2755309	882378	60487	Burkholderia rhizoxinica HKI 454	chromosome 	Nov 24 2010	Jul  6 2013  2:46:26:796PM
NC_014723.1	FR687361.1	172525	882378	60487	Burkholderia rhizoxinica HKI 454	plasmid pBRH02	Apr 25 2011	Jul  6 2013  2:46:35:613PM
